"CUSTOMER_ID","NAME","DATA_USAGE","DATA_LIMIT"
9091,Zehra,0,0
9096,Ayşegül,16011.7,20480
9104,Elif,0,0
9110,Meryem,9891.8,10240
9112,Murat,0,0
9117,Hacer,0,0
9123,Elif,10035.11,10240
9125,Merve,0,0
9127,Özlem,0,0
9131,Serkan,8928.65,10240
9139,Sevim,0,0
9140,Yusuf,0,0
9142,Dilek,0,0
9143,Yasemin,7962.64,10240
9144,Büşra,0,0
9145,Merve,18869.54,20480
9146,Tuğba,0,0
9147,Fatih,17009.49,20480
9151,Rabia,0,0
9152,Yağmur,0,0
9153,Ayşegül,17199.32,20480
9157,Zehra,0,0
9160,İbrahim,20104.21,20480
9163,Murat,15450.31,20480
9164,Fadime,0,0
9166,Muhammed,19063.08,20480
9169,Elif,15926.32,20480
9170,Elif,0,0
9171,Dilek,0,0
9173,Yasin,8810.33,10240
9174,Hakan,0,0
9175,Esra,0,0
9177,Merve,0,0
9182,Fadime,16953.23,20480
9183,Sevim,19260.77,20480
9187,Aynur,0,0
9193,Yasemin,0,0
9195,Dilek,18065.54,20480
9196,Ahmet,0,0
9198,Mehmet,19857,20480
9200,Hülya,0,0
9202,Burak,0,0
9205,Mahmut,0,0
9206,Burak,8409.63,10240
9207,Fatih,0,0
9209,Furkan,7936.52,10240
9211,Kadir,9940.55,10240
9212,Serkan,17143.02,20480
9216,Rabia,0,0
9219,Murat,8286.77,10240
9220,Murat,0,0
9221,Kadir,0,0
9230,Ali,0,0
9234,Hasan,0,0
9236,Abdullah,0,0
8925,Süleyman,0,0
8926,Dilek,0,0
8929,Fatih,0,0
8930,Hülya,18063.47,20480
8931,Tuğba,20076.98,20480
8932,Serkan,0,0
8938,Özlem,9153.07,10240
8939,Meryem,0,0
8940,Hacer,0,0
8942,Aysel,0,0
8944,Osman,0,0
8950,Halil,0,0
8951,Ali,19406.86,20480
8952,Ahmet,0,0
8954,Fadime,0,0
8956,Mahmut,19675.43,20480
8958,Zehra,0,0
8960,Yağmur,20466.81,20480
8964,Aysel,9355.88,10240
8965,Mustafa,10036.83,10240
8968,Merve,7708.38,10240
8970,Ahmet,19079.55,20480
8971,Songül,0,0
8972,Dilek,0,0
8974,Emine,9727.16,10240
8978,Murat,0,0
8981,Zehra,18491.95,20480
8985,Mustafa,0,0
8988,Meryem,17503.1,20480
8990,Enes,0,0
8992,Recep,0,0
8993,Kadir,0,0
8996,Fadime,0,0
9001,Metin,0,0
9002,Ömer,0,0
9004,Sevim,0,0
9006,Ömer,9254.38,10240
9008,Dilek,0,0
9009,Fatma,0,0
9012,Dilek,0,0
9020,İbrahim,17740.74,20480
9022,Havva,16099.44,20480
9025,Zeynep,18564.75,20480
9027,Aynur,0,0
9028,Meryem,19260.17,20480
9030,Ali,0,0
9032,Mustafa,0,0
9033,Rabia,0,0
9036,Rabia,0,0
9037,Songül,0,0
9039,Sevim,0,0
9049,Mustafa,0,0
9052,Ali,9461.14,10240
9058,Osman,0,0
9059,Ahmet,0,0
9065,Songül,0,0
9067,Burak,9762.84,10240
9070,Büşra,0,0
9071,Enes,9091.15,10240
9072,Abdullah,0,0
9073,Fadime,0,0
9078,Havva,9459.83,10240
9080,Büşra,0,0
8771,İbrahim,0,0
8772,Mustafa,0,0
8774,Fatih,19594.56,20480
8775,Aysel,0,0
8776,Meryem,0,0
8777,Muhammed,16888.63,20480
8778,Fatma,0,0
8779,Elif,8852.42,10240
8780,Sevim,0,0
8781,Yasin,0,0
8782,Kübra,18455.09,20480
8784,Aysel,9208.39,10240
8787,Ali,18158.73,20480
8788,Ayşe,8865.96,10240
8789,Kadir,0,0
8791,Mahmut,0,0
8792,Kadir,9579.71,10240
8794,Sultan,0,0
8795,Dilek,0,0
8797,Dilek,16398.39,20480
8799,Havva,0,0
8800,Mehmet,0,0
8801,Osman,0,0
8803,Metin,8730.88,10240
8806,Sultan,0,0
8809,Yusuf,15844.56,20480
8811,Hülya,0,0
8817,Emine,0,0
8819,Murat,0,0
8820,Esra,0,0
8821,Hakan,19009.86,20480
8822,Songül,0,0
8824,Ayşe,9134.98,10240
8825,Ayşe,20476.31,20480
8827,İbrahim,17046.2,20480
8833,Emre,0,0
8838,Hacer,17162.59,20480
8841,Ahmet,0,0
8843,Fatih,0,0
8847,Mustafa,19082.21,20480
8848,Elif,0,0
8849,Elif,0,0
8851,Abdullah,20313.72,20480
8853,Abdullah,0,0
8854,Adem,20284.54,20480
8855,Yusuf,20307.93,20480
8857,Ahmet,0,0
8858,Tuğba,0,0
8859,Merve,0,0
8860,Hasan,7890.83,10240
8862,Halil,0,0
8864,Halil,15721.26,20480
8865,Murat,0,0
8866,Tuğba,0,0
8867,Ayşegül,0,0
8873,Havva,0,0
8875,İbrahim,10050.01,10240
8876,İsmail,0,0
8878,Murat,0,0
8879,Osman,0,0
8880,Havva,0,0
8881,Zeynep,17586.27,20480
8882,Meryem,8989.78,10240
8883,Tuğba,0,0
8885,Tuğba,18886.21,20480
8886,Kübra,0,0
8891,Murat,9742.51,10240
8892,Fadime,9659.55,10240
8896,Havva,0,0
8899,Hüseyin,17229.88,20480
8903,Muhammed,0,0
8905,Osman,16575.28,20480
8913,Büşra,0,0
8914,Özlem,0,0
8916,Burak,16728.8,20480
8917,Zehra,0,0
8919,Fadime,0,0
8922,Fadime,0,0
8619,Hatice,0,0
8621,İbrahim,19011.39,20480
8622,Hakan,17353.31,20480
8623,Havva,10055.92,10240
8630,Ömer,0,0
8631,Sultan,20253,20480
8632,Hasan,18162.74,20480
8634,Recep,0,0
8635,Melek,0,0
8638,Ali,19659.93,20480
8639,Sultan,0,0
8640,İsmail,0,0
8641,Esra,16528.38,20480
8642,Ramazan,10142.4,10240
8643,Halil,0,0
8644,Dilek,0,0
8645,Hüseyin,0,0
8646,Sevim,7919.98,10240
8647,Yasin,17527.98,20480
8648,Elif,0,0
8649,Ayşegül,20000.7,20480
8650,Yağmur,0,0
8651,Havva,0,0
8653,Emre,0,0
8654,Hülya,0,0
8658,Recep,9221.9,10240
8659,Melek,0,0
8661,Adem,16320.21,20480
8662,Ayşegül,8934.59,10240
8663,Abdullah,0,0
8666,Emine,18675.72,20480
8669,Ahmet,0,0
8672,Havva,15864.04,20480
8673,Mustafa,0,0
8674,Serkan,17260.23,20480
8675,Aynur,0,0
8678,Tuğba,18196.72,20480
8680,Zeynep,0,0
8682,Yağmur,0,0
8684,Hacer,18706.35,20480
8685,Ahmet,0,0
8687,Leyla,10042.19,10240
8689,Meryem,7695.48,10240
8691,Hacer,0,0
8696,Kadir,0,0
8699,Enes,8823.84,10240
8701,Özlem,0,0
8702,Ömer,19078.4,20480
8703,Fadime,15409.73,20480
8707,Mehmet,0,0
8708,Zehra,0,0
8709,Kadir,0,0
8711,Murat,0,0
8713,Yasin,0,0
8718,Hasan,0,0
8719,Büşra,0,0
8722,Elif,0,0
8731,Aysel,8908.66,10240
8732,Emine,0,0
8733,Abdullah,0,0
8735,Aynur,0,0
8737,Mustafa,8280.06,10240
8738,Recep,0,0
8740,Zehra,9604.88,10240
8742,Murat,0,0
8743,Zehra,0,0
8745,Ayşe,0,0
8746,Havva,16381.36,20480
8748,Ömer,20030.16,20480
8749,Leyla,18507.98,20480
8750,Hakan,0,0
8751,Emre,0,0
8753,Osman,0,0
8754,Esra,0,0
8755,Yağmur,0,0
8756,Fatih,0,0
8757,Adem,9872.95,10240
8758,Emre,0,0
8759,Emre,19163.34,20480
8761,Aysel,0,0
8768,Ayşegül,0,0
8461,Enes,0,0
8464,Yusuf,0,0
8470,Osman,0,0
8471,Merve,0,0
8472,Muhammed,9628.34,10240
8473,Murat,17415.12,20480
8477,Hacer,0,0
8480,Fatma,18904.13,20480
8488,Melek,0,0
8489,Osman,0,0
8490,Hacer,0,0
8492,Recep,9613.18,10240
8494,Osman,0,0
8498,Adem,0,0
8502,Yasemin,0,0
8503,Ramazan,0,0
8505,Zeynep,15628.6,20480
8507,Dilek,10146.01,10240
8509,Hatice,0,0
8511,Merve,17889.03,20480
8514,Mahmut,0,0
8516,Ayşegül,0,0
8517,Yusuf,0,0
8519,Havva,8619.68,10240
8522,Adem,0,0
8524,Enes,0,0
8525,Hacer,0,0
8530,Rabia,0,0
8531,Serkan,9119.86,10240
8534,Ayşegül,8221.05,10240
8538,Fatih,20109.94,20480
8539,Süleyman,0,0
8542,Yasin,0,0
8546,Aysel,0,0
8547,Hakan,16205.65,20480
8550,Havva,0,0
8553,Aysel,0,0
8556,Fatih,0,0
8557,Yasemin,9228.99,10240
8560,Zehra,19525.27,20480
8561,Kadir,0,0
8562,Hatice,7774.06,10240
8563,Fatma,0,0
8567,Leyla,19390.19,20480
8569,Muhammed,0,0
8572,Aysel,0,0
8573,Dilek,0,0
8574,Sevim,9210.66,10240
8575,Ramazan,0,0
8576,Fadime,9978.96,10240
8577,Merve,16642.89,20480
8582,Ali,0,0
8585,Muhammed,15547.02,20480
8586,Metin,0,0
8587,Meryem,16999.94,20480
8588,Fadime,0,0
8592,Hüseyin,0,0
8593,Büşra,0,0
8594,Rabia,18857.8,20480
8598,Ayşegül,17462.08,20480
8599,Elif,20443.36,20480
8601,Ali,0,0
8603,Yasemin,0,0
8606,Kadir,9214.33,10240
8607,Büşra,0,0
8608,Hacer,0,0
8609,Osman,20237.43,20480
8611,Enes,0,0
8614,Hülya,9019.39,10240
8308,Fatma,9838.8,10240
8309,Ayşegül,16683.58,20480
8311,Ömer,0,0
8313,Enes,15994.06,20480
8314,Havva,0,0
8315,Recep,0,0
8316,Ahmet,0,0
8318,Rabia,0,0
8319,Zehra,15396.88,20480
8321,Emre,8888.94,10240
8322,Ayşegül,17034.57,20480
8323,Rabia,0,0
8324,Hakan,0,0
8326,Sultan,17487.1,20480
8330,Yasin,0,0
8332,Mehmet,16048.42,20480
8333,Yusuf,20104.56,20480
8334,Aynur,16086.99,20480
8335,Hatice,0,0
8339,Ayşegül,9694.74,10240
8342,Rabia,17240.31,20480
8343,Hakan,0,0
8344,Elif,0,0
8345,Emine,0,0
8346,Ayşegül,0,0
8348,Zehra,15479.61,20480
8357,Adem,16226.32,20480
8360,Ayşegül,9641.36,10240
8361,Yusuf,7731,10240
8362,Hacer,0,0
8363,Özlem,0,0
8365,Ayşegül,17861.46,20480
8375,İsmail,0,0
8378,Melek,0,0
8379,Leyla,18942.84,20480
8382,Enes,8299.88,10240
8384,Enes,0,0
8385,İbrahim,0,0
8386,Burak,8614.2,10240
8390,Emre,0,0
8392,Murat,9463.6,10240
8397,Hülya,18261.65,20480
8399,Sevim,0,0
8403,Esra,0,0
8404,Yağmur,0,0
8409,Yasin,17569.37,20480
8412,Merve,0,0
8415,Fadime,0,0
8416,Melek,0,0
8419,Fadime,9910.99,10240
8421,Sevim,8546.2,10240
8422,Aysel,0,0
8423,Fadime,0,0
8424,Fatih,0,0
8427,Ayşe,0,0
8431,Hacer,0,0
8433,Aysel,16427.01,20480
8436,Ayşegül,0,0
8439,İsmail,0,0
8440,Enes,15810.23,20480
8446,Fatih,18892.09,20480
8447,Yağmur,0,0
8448,Meryem,0,0
8450,Sultan,0,0
8453,Zeynep,19909.6,20480
8455,Fadime,0,0
8456,Halil,0,0
8146,Emre,0,0
8148,Ramazan,0,0
8150,Dilek,0,0
8151,Zehra,0,0
8153,Süleyman,9233.69,10240
8155,Mehmet,0,0
8156,Ayşe,18217.59,20480
8157,Rabia,0,0
8161,İsmail,0,0
8165,Süleyman,0,0
8167,Büşra,0,0
8169,Ayşe,8002.09,10240
8170,Ali,0,0
8172,Yusuf,18035.22,20480
8174,Elif,0,0
8175,Süleyman,9247.41,10240
8176,Ramazan,0,0
8178,Sevim,0,0
8179,Büşra,0,0
8180,Esra,9993.84,10240
8181,Mustafa,17071.66,20480
8185,Ayşe,9055.79,10240
8186,Süleyman,19003.95,20480
8191,Osman,15698.49,20480
8194,Muhammed,0,0
8197,Zeynep,0,0
8199,Ali,19613.69,20480
8200,Elif,8348.63,10240
8202,Fatma,0,0
8203,Ayşe,18722.58,20480
8204,Yasin,0,0
8210,Enes,15702.97,20480
8214,Kadir,0,0
8215,Burak,17361.46,20480
8216,Özlem,8895.95,10240
8220,Özlem,0,0
8221,İsmail,17385.24,20480
8223,Havva,15773.22,20480
8224,Adem,20184.27,20480
8225,Esra,20064.21,20480
8226,Hakan,16102.38,20480
8230,Ramazan,16663.71,20480
8232,Murat,0,0
8234,Dilek,0,0
8237,Enes,0,0
8239,Burak,17714.44,20480
8240,Abdullah,16739.26,20480
8242,Elif,15918.81,20480
8243,Hatice,0,0
8244,Sevim,0,0
8245,Elif,15883.16,20480
8249,Aynur,0,0
8250,Aysel,0,0
8256,Adem,0,0
8258,Leyla,0,0
8259,Fatih,0,0
8262,Abdullah,17225.68,20480
8263,Ahmet,0,0
8264,Hülya,17076.87,20480
8265,Ali,0,0
8266,Fadime,15474.89,20480
8267,Aysel,10079.56,10240
8272,Aysel,0,0
8276,Halil,0,0
8277,Yağmur,16917.42,20480
8281,Murat,0,0
8282,Hacer,10206.53,10240
8283,Yasemin,17964.49,20480
8288,Yasin,0,0
8289,Ali,0,0
8291,Sevim,17531.24,20480
8293,Hakan,0,0
8294,Yağmur,16896.38,20480
8297,Ömer,15982.2,20480
8298,Mehmet,0,0
8299,Yağmur,0,0
7988,Merve,18510.19,20480
7989,Büşra,0,0
7990,Abdullah,0,0
7991,Yasin,0,0
7992,Furkan,0,0
7995,Fatih,15744.9,20480
7996,Ayşe,0,0
8001,Merve,0,0
8002,Enes,10075.89,10240
8003,Rabia,0,0
8004,Esra,0,0
8006,Murat,7777.53,10240
8007,Serkan,0,0
8009,Mustafa,18010.2,20480
8011,Ramazan,0,0
8014,Ramazan,16453.14,20480
8015,Halil,16199.94,20480
8018,Havva,0,0
8020,Fatih,0,0
8021,Hülya,19968.52,20480
8022,Kübra,0,0
8023,Fadime,0,0
8028,Kübra,15390.7,20480
8031,Furkan,10000.16,10240
8033,Metin,19214.02,20480
8036,Kübra,8849.97,10240
8037,Sevim,8913.57,10240
8039,Adem,0,0
8041,Zeynep,16389.39,20480
8042,Elif,17894.17,20480
8044,Melek,16848.64,20480
8045,Sevim,0,0
8047,Yasemin,0,0
8050,Tuğba,17068.1,20480
8052,Kadir,0,0
8057,Ayşe,9074.91,10240
8058,Muhammed,15803.69,20480
8061,Osman,0,0
8062,Songül,17743.1,20480
8064,Fatma,8919.35,10240
8065,Adem,18971.99,20480
8066,Hülya,0,0
8070,Aynur,8370.38,10240
8071,İsmail,19347.37,20480
8074,Emre,9718,10240
8077,Elif,0,0
8078,Dilek,20007.34,20480
8079,Ramazan,0,0
8080,Ömer,0,0
8082,Recep,19418.65,20480
8084,Fatih,15646.7,20480
8085,Merve,0,0
8086,Recep,8893.84,10240
8087,Sevim,0,0
8089,Yusuf,19059.46,20480
8094,Muhammed,0,0
8095,Zeynep,0,0
8096,Dilek,19604.27,20480
8097,Sevim,19372.42,20480
8099,Ömer,0,0
8100,Halil,0,0
8101,Furkan,0,0
8105,Merve,0,0
8106,İbrahim,0,0
8111,İsmail,15408.87,20480
8115,Yusuf,0,0
8116,Metin,9358.73,10240
8117,Mehmet,0,0
8118,Ahmet,17816.84,20480
8119,Melek,19176.76,20480
8121,Fadime,18032.92,20480
8125,Melek,16005.77,20480
8126,Büşra,0,0
8131,Havva,0,0
8133,Fatih,15714.87,20480
8134,Ahmet,0,0
8135,Adem,9169.96,10240
8137,Metin,0,0
8139,Zehra,18041.29,20480
8141,Burak,0,0
8142,Abdullah,0,0
7832,Ayşe,0,0
7833,Ahmet,0,0
7834,Sultan,0,0
7836,Özlem,0,0
7838,Emre,0,0
7839,Serkan,0,0
7844,Osman,0,0
7845,Aynur,0,0
7846,Aysel,19183.04,20480
7847,Ayşegül,0,0
7848,Aysel,8005.03,10240
7849,Abdullah,10109.18,10240
7851,Hacer,20367.19,20480
7853,İsmail,0,0
7855,Elif,0,0
7858,Kübra,0,0
7859,Ahmet,16876.59,20480
7860,Dilek,0,0
7861,Emine,8015.68,10240
7863,Serkan,8992.14,10240
7865,Fatih,0,0
7866,Kübra,0,0
7871,Ramazan,0,0
7873,Hakan,0,0
7875,Fatih,0,0
7876,Meryem,0,0
7878,Leyla,0,0
7880,Furkan,19570.14,20480
7883,Rabia,0,0
7885,Serkan,19699.82,20480
7887,Dilek,9418.23,10240
7889,Serkan,0,0
7893,Büşra,9233.92,10240
7895,Leyla,0,0
7898,Recep,0,0
7900,Burak,0,0
7901,Aynur,9573.82,10240
7902,Murat,17599.89,20480
7907,Murat,0,0
7910,Yasemin,0,0
7912,Emre,10166.89,10240
7913,Mehmet,0,0
7914,Ayşegül,8602.69,10240
7917,Fatma,16492.83,20480
7919,Murat,8112.18,10240
7923,Serkan,19649.42,20480
7926,Ali,9769.09,10240
7927,Halil,18614.29,20480
7929,Ayşegül,16448.66,20480
7934,Kadir,0,0
7935,Mustafa,0,0
7938,Ömer,0,0
7940,Zehra,17524.76,20480
7942,Aynur,0,0
7944,Aynur,0,0
7946,Dilek,0,0
7947,Kadir,18311,20480
7948,Songül,0,0
7949,İbrahim,0,0
7950,Elif,0,0
7951,Hacer,9026.4,10240
7952,Özlem,0,0
7954,Hakan,0,0
7955,Yusuf,0,0
7959,Zehra,0,0
7960,Hasan,0,0
7961,Osman,0,0
7962,Elif,0,0
7964,Fadime,0,0
7965,Ayşegül,0,0
7966,Büşra,0,0
7967,Melek,0,0
7968,Ayşegül,16391.86,20480
7969,Ahmet,0,0
7971,Osman,0,0
7973,Büşra,18875.5,20480
7976,Özlem,0,0
7978,Merve,17153.33,20480
7979,Leyla,0,0
7980,Merve,0,0
7981,Aysel,7836.75,10240
7677,Recep,0,0
7685,Fadime,17239.52,20480
7686,Yasin,17812.27,20480
7688,Fatih,9224.3,10240
7689,Zehra,0,0
7690,Sultan,9799.52,10240
7692,Sevim,8472.54,10240
7698,Mustafa,20002.87,20480
7699,Burak,0,0
7700,Elif,0,0
7701,İbrahim,0,0
7702,Leyla,9576.81,10240
7704,Ramazan,0,0
7705,Rabia,0,0
7706,Yasemin,10130.06,10240
7707,Yağmur,19449.7,20480
7708,Büşra,0,0
7709,Hülya,0,0
7710,Burak,8136.8,10240
7711,Enes,0,0
7712,Songül,0,0
7713,Kadir,0,0
7716,Tuğba,0,0
7720,Dilek,16859.37,20480
7725,Meryem,19624.2,20480
7733,Yasemin,18357.54,20480
7737,Fadime,17098.25,20480
7738,Emine,0,0
7739,Metin,0,0
7740,Fatma,16511.04,20480
7741,Rabia,0,0
7742,Yasin,0,0
7746,Merve,17660.09,20480
7751,Muhammed,15641.8,20480
7754,Emre,18031.72,20480
7755,Ahmet,19850.76,20480
7757,Fadime,0,0
7758,Esra,17930.08,20480
7759,Leyla,0,0
7760,Abdullah,16144.9,20480
7763,Burak,0,0
7765,Ayşe,0,0
7766,Emre,0,0
7767,Melek,0,0
7769,Furkan,8246.07,10240
7771,Yusuf,0,0
7775,Hasan,0,0
7777,Melek,9995.18,10240
7780,Osman,7913.93,10240
7781,Hasan,0,0
7782,Hasan,0,0
7785,Muhammed,20154.3,20480
7786,İbrahim,0,0
7788,Elif,7984.43,10240
7790,Sevim,0,0
7798,Murat,0,0
7799,Abdullah,0,0
7800,Dilek,0,0
7802,Aynur,0,0
7807,Osman,18802.68,20480
7809,Yasemin,16452.29,20480
7810,İbrahim,0,0
7811,Özlem,0,0
7813,Dilek,0,0
7814,Tuğba,18693.34,20480
7815,Melek,0,0
7816,Adem,0,0
7819,Yağmur,9562.76,10240
7820,Özlem,0,0
7821,Hülya,0,0
7822,Serkan,0,0
7825,Mehmet,16928.95,20480
7826,Fatma,8413.4,10240
7827,Hülya,0,0
7828,Osman,15808.85,20480
7830,Adem,9469.92,10240
7523,Fadime,0,0
7524,Esra,20060.46,20480
7527,Leyla,17190.68,20480
7528,Leyla,0,0
7529,Elif,0,0
7530,Merve,17822.64,20480
7532,Hacer,0,0
7533,Osman,0,0
7534,Hüseyin,20377.32,20480
7536,Ayşegül,0,0
7538,Yağmur,0,0
7539,Meryem,0,0
7541,Adem,8479.57,10240
7546,Kübra,0,0
7547,Tuğba,0,0
7549,Sultan,17846.75,20480
7550,Meryem,16201.27,20480
7551,Yasin,0,0
7552,Yasin,19751.27,20480
7554,Enes,20162.02,20480
7558,Abdullah,17977.54,20480
7559,Sultan,8718.54,10240
