"CUSTOMER_ID","NAME","CITY"
7958,Hakan,ELAZIĞ
7985,Sevim,ÇANAKKALE
7675,Recep,ANTALYA
7685,Fadime,SİVAS
7693,Mustafa,AKSARAY
7694,Fadime,ERZURUM
7697,Hakan,ÇORUM
7703,Ali,ÇORUM
7707,Yağmur,MANİSA
7714,Merve,ANTALYA
7715,Ayşegül,KOCAELİ
7717,Fatma,ESKİŞEHİR
7721,Fatih,ESKİŞEHİR
7728,Emine,DÜZCE
7729,Emine,KÜTAHYA
7730,Fadime,GİRESUN
7731,Fadime,MUĞLA
7732,Hülya,KARS
7733,Yasemin,SAMSUN
7744,Sultan,SİİRT
7746,Merve,KAHRAMANMARAŞ
7751,Muhammed,ÇANKIRI
7753,Melek,RİZE
7754,Emre,EDİRNE
7755,Ahmet,ARDAHAN
7756,Yağmur,YOZGAT
7772,Fadime,ERZİNCAN
7773,Ayşegül,ANTALYA
7774,Sultan,BALIKESİR
7776,Ayşegül,KÜTAHYA
7778,Ahmet,NİĞDE
7783,Özlem,ÇANKIRI
7785,Muhammed,DÜZCE
7794,Leyla,KIRŞEHİR
7801,Furkan,GÜMÜŞHANE
7805,Büşra,İZMİR
7807,Osman,HATAY
7809,Yasemin,ÇANAKKALE
7824,Ayşegül,KONYA
7825,Mehmet,MUĞLA
7829,Emine,ANTALYA
7524,Esra,MUĞLA
7530,Merve,BARTIN
7534,Hüseyin,AKSARAY
7540,Havva,ARTVİN
7543,Fadime,NİĞDE
7548,Leyla,KIRKLARELİ
7549,Sultan,MUŞ
7552,Yasin,ESKİŞEHİR
7558,Abdullah,KÜTAHYA
7567,Sultan,IĞDIR
7570,Süleyman,KİLİS
7575,Ömer,AYDIN
7579,Melek,ARDAHAN
7581,Fadime,MUĞLA
7585,Leyla,BOLU
7592,Aynur,TOKAT
7600,Zehra,TOKAT
7604,Yasin,ARTVİN
7606,Burak,YOZGAT
7611,Adem,AMASYA
7624,Hüseyin,KIRKLARELİ
7625,Recep,TUNCELİ
7639,Özlem,ORDU
7640,Yusuf,NEVŞEHİR
7642,Abdullah,ÇANAKKALE
7643,Zehra,ANKARA
7644,Rabia,KIRKLARELİ
7649,Rabia,KONYA
7653,Meryem,ZONGULDAK
7654,Halil,ANKARA
7666,Mahmut,ERZİNCAN
7668,Fatma,KARS
7674,Melek,ORDU
7370,Yasin,MANİSA
7376,Mustafa,TRABZON
7378,Fadime,IĞDIR
7382,Muhammed,AMASYA
7383,Elif,BURDUR
7384,Kadir,MARDİN
7386,Hülya,İSTANBUL
7388,Songül,SAKARYA
7391,Rabia,VAN
7394,Aysel,DİYARBAKIR
7395,Emre,EDİRNE
7396,Yasemin,MANİSA
7408,Enes,BİTLİS
7409,Kadir,BAYBURT
7414,Fatma,KIRŞEHİR
7420,Zeynep,BURDUR
7424,Zeynep,IĞDIR
7425,Süleyman,ŞANLIURFA
7429,Havva,AMASYA
7437,Emine,ELAZIĞ
7444,Osman,GÜMÜŞHANE
7445,Murat,MARDİN
7446,Emine,ARTVİN
7449,Dilek,DÜZCE
7450,Metin,NEVŞEHİR
7455,Sultan,ERZİNCAN
7456,Meryem,ISPARTA
7457,Esra,IĞDIR
7459,Ali,BATMAN
7462,Emine,İSTANBUL
7463,Hacer,TOKAT
7471,Yasemin,TOKAT
7473,Murat,MERSİN
7476,Hatice,ERZURUM
7477,Sultan,KIRIKKALE
7488,Abdullah,MARDİN
7492,Fadime,YALOVA
7496,Murat,HAKKARİ
7498,Rabia,ÇANKIRI
7501,Fatma,ANTALYA
7506,Osman,OSMANİYE
7508,Yasemin,TOKAT
7510,Hüseyin,ISPARTA
7514,Rabia,SİVAS
7518,Kadir,YOZGAT
7208,Hakan,KARABÜK
7213,Hakan,ELAZIĞ
7217,Hakan,MANİSA
7219,Yasemin,ARDAHAN
7222,Emre,KARABÜK
7223,Özlem,GÜMÜŞHANE
7226,Dilek,ERZURUM
7228,Yasin,KOCAELİ
7233,Muhammed,BARTIN
7234,Elif,SAKARYA
7236,İsmail,HAKKARİ
7237,Fadime,MERSİN
7239,Ahmet,ARTVİN
7241,Yağmur,ARDAHAN
7244,Rabia,DÜZCE
7245,Osman,ŞANLIURFA
7246,Hülya,KARS
7249,Zeynep,KONYA
7250,Meryem,EDİRNE
7252,Yağmur,AĞRI
7258,Hülya,YOZGAT
7259,Abdullah,KAYSERİ
7262,Süleyman,GİRESUN
7263,Metin,MUŞ
7266,Serkan,UŞAK
7274,Yasin,ÇANKIRI
7277,İsmail,AKSARAY
7281,Hülya,VAN
7283,Sevim,BİTLİS
7284,Sevim,BATMAN
7285,Meryem,ÇANAKKALE
7292,Meryem,ELAZIĞ
7299,Zeynep,ISPARTA
7302,Kadir,KARABÜK
7304,Hatice,BURDUR
7305,Ramazan,KIRIKKALE
7314,Yasemin,ÇANAKKALE
7317,Abdullah,KASTAMONU
7320,Hacer,OSMANİYE
7331,Fatma,SİVAS
7332,Zehra,NİĞDE
7333,Yasemin,KÜTAHYA
7339,Meryem,SAMSUN
7340,İbrahim,VAN
7343,Emre,MUŞ
7344,Mustafa,DİYARBAKIR
7360,Hülya,ÇORUM
7046,Hülya,KÜTAHYA
7047,Enes,ISPARTA
7054,Adem,KARS
7059,Metin,İZMİR
7062,Büşra,MERSİN
7063,Fadime,DÜZCE
7066,Melek,TUNCELİ
7068,Songül,ANKARA
7073,Kübra,ORDU
7076,Mustafa,SİNOP
7079,Sultan,GİRESUN
7083,Yasemin,MUĞLA
7085,Tuğba,GİRESUN
7096,Dilek,HAKKARİ
7101,Adem,GAZİANTEP
7102,Mustafa,OSMANİYE
7106,Metin,SAKARYA
7109,Hatice,İSTANBUL
7110,Ramazan,KAHRAMANMARAŞ
7113,Serkan,YOZGAT
7117,Melek,KOCAELİ
7119,Hacer,BİLECİK
7124,Sevim,BİLECİK
7125,Hülya,ZONGULDAK
7126,Burak,SİVAS
7129,Kübra,ERZURUM
7138,Hacer,BİNGÖL
7141,Tuğba,VAN
7148,Kübra,ESKİŞEHİR
7151,Yusuf,KÜTAHYA
7152,Murat,KARABÜK
7153,Sultan,SİVAS
7154,Metin,SAMSUN
7156,Süleyman,MERSİN
7157,Yasemin,BALIKESİR
7163,Havva,MERSİN
7169,Ramazan,BATMAN
7173,Elif,SAMSUN
7177,Fatih,AYDIN
7179,Hatice,BARTIN
7184,Serkan,ORDU
7186,Ali,ESKİŞEHİR
7191,Sevim,AKSARAY
7192,Enes,İZMİR
7193,Burak,ISPARTA
7195,Sevim,DİYARBAKIR
7199,Esra,ŞANLIURFA
7203,Meryem,BALIKESİR
6889,Hakan,TRABZON
6892,Rabia,MUĞLA
6895,Hasan,DİYARBAKIR
6896,Burak,SİVAS
6901,Ahmet,DENİZLİ
6915,İsmail,İSTANBUL
6917,Melek,DİYARBAKIR
6918,Murat,KİLİS
6919,Abdullah,MALATYA
6921,Enes,ISPARTA
6923,Meryem,KONYA
6928,İsmail,AĞRI
6951,Burak,UŞAK
6956,Kübra,ARTVİN
6961,Fadime,KARAMAN
6963,Süleyman,VAN
6965,Emine,MARDİN
6970,Leyla,YALOVA
6971,Merve,ORDU
6977,Fatma,KÜTAHYA
6982,Ayşe,ADANA
6983,Recep,AĞRI
6985,Hüseyin,BİTLİS
6986,Ahmet,BALIKESİR
6991,Kübra,AYDIN
6995,Mehmet,ÇANKIRI
6996,Süleyman,SİVAS
7000,Enes,KİLİS
7002,Muhammed,AKSARAY
7003,Hatice,SİVAS
7015,Merve,TEKİRDAĞ
7016,Aysel,KIRIKKALE
7017,Murat,TOKAT
7018,Yasin,KIRIKKALE
7020,Ayşegül,MUŞ
7023,Ömer,ŞIRNAK
7024,Ayşe,KARAMAN
7027,Osman,YALOVA
7036,Songül,KİLİS
7041,Mustafa,YOZGAT
7044,Yağmur,GİRESUN
6733,Aynur,KIRKLARELİ
6748,Ömer,KARAMAN
6753,Emine,TEKİRDAĞ
6762,Rabia,KONYA
6763,Fadime,KIRŞEHİR
6765,Osman,IĞDIR
6766,Recep,HATAY
6771,Emine,RİZE
6781,Ayşe,SİNOP
6784,Halil,İSTANBUL
6790,Burak,MUŞ
6791,Ayşe,VAN
6793,Ahmet,AMASYA
6795,Hatice,ISPARTA
6812,Süleyman,ARTVİN
6814,Ahmet,VAN
6820,Zehra,BATMAN
6822,Meryem,SAMSUN
6831,Sevim,ANKARA
6832,Mehmet,ERZİNCAN
6844,Özlem,YOZGAT
6846,Osman,KARABÜK
6857,Zehra,DÜZCE
6861,Meryem,SAMSUN
6862,Rabia,IĞDIR
6872,Kadir,MUŞ
6880,Elif,MANİSA
6881,Fatih,BİNGÖL
6882,Emre,BURDUR
6579,Yusuf,AĞRI
6581,Özlem,ANKARA
6585,Enes,BAYBURT
6586,Mehmet,IĞDIR
6592,Zeynep,KARAMAN
6599,Rabia,GÜMÜŞHANE
6610,Ahmet,SİVAS
6611,Büşra,GİRESUN
6630,Büşra,ŞIRNAK
6638,Yasemin,KARAMAN
6640,Yasemin,KIRKLARELİ
6641,Melek,MANİSA
6649,Kübra,ORDU
6651,Sevim,İSTANBUL
6652,Ahmet,TUNCELİ
6655,Süleyman,MARDİN
6656,Murat,DÜZCE
6668,Fatma,DÜZCE
6669,Serkan,ÇANAKKALE
6670,Muhammed,BİTLİS
6673,Emine,MANİSA
6674,Meryem,OSMANİYE
6677,Emre,AĞRI
6678,Ayşe,ANKARA
6679,Esra,AMASYA
6680,Aynur,TEKİRDAĞ
6683,Özlem,KOCAELİ
6687,Ayşe,ORDU
6690,Hacer,ERZİNCAN
6694,Kadir,UŞAK
6704,Merve,ÇANAKKALE
6708,Ayşe,BALIKESİR
6712,Murat,DÜZCE
6717,Recep,BURDUR
6719,Yasin,BALIKESİR
6723,Mahmut,TRABZON
6730,Ayşegül,DÜZCE
6732,Hakan,MUŞ
6424,Adem,BİTLİS
6428,Fatma,IĞDIR
6432,Enes,ÇANAKKALE
6433,Osman,ISPARTA
6436,Ahmet,ELAZIĞ
6438,Metin,TEKİRDAĞ
6448,Meryem,ERZURUM
6449,Hatice,BİLECİK
6452,Kadir,MARDİN
6457,Mehmet,OSMANİYE
6458,Hacer,BAYBURT
6465,Burak,DİYARBAKIR
6472,Furkan,MERSİN
6473,Ramazan,KASTAMONU
6480,Tuğba,UŞAK
6482,Aynur,GAZİANTEP
6486,Zehra,ARDAHAN
6490,İbrahim,ERZİNCAN
6496,Yasin,DİYARBAKIR
6510,Furkan,KAYSERİ
6515,Fatma,AKSARAY
6520,Hülya,AKSARAY
6525,Hülya,SİNOP
6526,Emine,NİĞDE
6530,Zehra,NİĞDE
6531,Hatice,KARS
6538,Songül,KARS
6540,Dilek,GÜMÜŞHANE
6541,Mustafa,BİNGÖL
6552,Fadime,YOZGAT
6554,Recep,ŞIRNAK
6563,Ali,ADANA
6565,Songül,SİNOP
6567,Büşra,OSMANİYE
6569,Zehra,ADIYAMAN
6275,Adem,AĞRI
6276,Ramazan,KOCAELİ
6277,Elif,ŞANLIURFA
6279,Enes,AMASYA
6281,Fatma,TUNCELİ
6293,Büşra,BALIKESİR
6300,Havva,BURSA
6301,Mustafa,KAYSERİ
6303,Büşra,SİVAS
6306,Murat,SİNOP
6311,Hüseyin,ARDAHAN
6312,Esra,KÜTAHYA
6313,Burak,OSMANİYE
6319,Emre,AMASYA
6320,Emine,MUŞ
6321,Yasemin,TEKİRDAĞ
6323,Muhammed,BİTLİS
6324,Abdullah,ANKARA
6327,Süleyman,TEKİRDAĞ
6328,Sevim,AYDIN
6332,İsmail,İZMİR
6335,Murat,KONYA
6336,Abdullah,SİVAS
6337,Mehmet,KIRŞEHİR
6341,Furkan,İSTANBUL
6342,Fatma,SİNOP
6353,Metin,ANKARA
6356,Zeynep,ŞIRNAK
6364,İbrahim,ERZURUM
6365,Yasin,SİİRT
6367,Ömer,SAKARYA
6368,Mustafa,ISPARTA
6370,Zehra,KASTAMONU
6373,Furkan,ORDU
6379,Osman,EDİRNE
6381,Sevim,BOLU
6393,Kübra,KÜTAHYA
6399,Yasemin,BATMAN
6402,Songül,ÇANAKKALE
6403,Fadime,BOLU
6404,Recep,TUNCELİ
6407,Mustafa,KIRŞEHİR
6411,Zeynep,MARDİN
6412,Sevim,SAMSUN
6413,Hülya,ERZURUM
6418,Metin,BATMAN
6109,Hacer,İSTANBUL
6112,Sevim,ORDU
6113,Merve,KAYSERİ
6115,Recep,SAKARYA
6120,Havva,BİNGÖL
6122,Recep,ORDU
6126,Havva,AKSARAY
6132,Serkan,KIRIKKALE
6139,Özlem,RİZE
6152,Aysel,GİRESUN
6156,Aynur,KIRŞEHİR
6162,Melek,EDİRNE
6163,Fatih,KIRŞEHİR
6172,Hakan,BURSA
6177,Ahmet,EDİRNE
